IdLog,IdUtilisateur,IdSession,Horodatage,Page,Action,Appareil,Pays,TempsReponseMs,CodeStatut,CategorieProduit,ChiffreAffaires
220,UTIL0130,SESSION00363,2025-05-17 12:05:23,/promotion,voir_page,mobile,Espagne,2394,200,Gaming,0.0
221,UTIL0017,SESSION00096,2025-07-27 12:24:35,/produits,voir_page,mobile,France,118,200,Informatique,0.0
222,UTIL0170,SESSION00580,2025-02-18 16:58:02,/contact,cliquer_produit,ordinateur,Allemagne,2401,200,Informatique,0.0
223,UTIL0279,SESSION00578,2025-12-03 01:11:59,/commande,passer_commande,mobile,France,928,200,Telephonie,0.0
224,UTIL0040,SESSION00307,2025-03-25 18:15:36,/contact,ajouter_panier,mobile,Suisse,2294,200,Telephonie,0.0
225,UTIL0257,SESSION00355,2025-01-28 03:27:14,/produits,ajouter_panier,ordinateur,Italie,1704,404,Mode,0.0
226,UTIL0231,SESSION00503,2025-04-27 11:35:24,/commande,voir_page,mobile,Allemagne,2479,200,Informatique,0.0
227,UTIL0127,SESSION00076,2025-02-12 08:09:24,/commande,ajouter_panier,tablette,Pays-Bas,711,200,Mode,0.0
228,UTIL0003,SESSION00316,2025-08-16 11:48:17,/produits,voir_page,ordinateur,Allemagne,437,200,Sport,0.0
229,UTIL0209,SESSION00106,2025-01-14 02:22:35,/promotion,cliquer_produit,ordinateur,Belgique,1408,200,Informatique,0.0
230,UTIL0044,SESSION00573,2025-05-05 18:33:10,/contact,voir_page,tablette,Espagne,774,200,Mode,0.0
231,UTIL0033,SESSION00172,2025-08-11 08:26:19,/details-produit,voir_page,mobile,Pays-Bas,395,200,Maison,0.0
232,UTIL0101,SESSION00469,2025-02-24 04:19:00,/connexion,ajouter_panier,mobile,Italie,1636,200,Mode,0.0
233,UTIL0070,SESSION00308,2025-06-14 19:44:12,/contact,voir_page,mobile,Italie,807,404,Mode,0.0
234,UTIL0295,SESSION00249,2025-06-16 12:17:52,/connexion,voir_page,mobile,Italie,546,404,Maison,0.0
235,UTIL0093,SESSION00564,2025-01-14 23:29:45,/promotion,cliquer_produit,ordinateur,Espagne,1273,200,Informatique,0.0
236,UTIL0256,SESSION00143,2025-11-21 09:15:16,/contact,ajouter_panier,tablette,Allemagne,1813,200,Informatique,0.0
237,UTIL0299,SESSION00411,2025-10-01 16:59:58,/connexion,voir_page,tablette,Espagne,2306,200,Mode,0.0
238,UTIL0044,SESSION00112,2025-05-08 21:42:22,/promotion,ajouter_panier,ordinateur,Suisse,261,200,Gaming,0.0
239,UTIL0170,SESSION00441,2025-02-24 00:06:16,/contact,cliquer_produit,ordinateur,Belgique,2204,200,Gaming,0.0
240,UTIL0192,SESSION00401,2025-08-26 21:37:44,/connexion,cliquer_produit,tablette,Allemagne,1492,500,Sport,0.0
241,UTIL0044,SESSION00119,2025-03-14 11:19:21,/contact,voir_page,mobile,Pays-Bas,927,200,Mode,0.0
242,UTIL0232,SESSION00327,2025-02-04 09:02:51,/connexion,cliquer_produit,tablette,France,172,200,Gaming,0.0
243,UTIL0125,SESSION00529,2025-03-31 17:10:21,/details-produit,voir_page,tablette,Espagne,1972,200,Sport,0.0
244,UTIL0222,SESSION00406,2025-01-15 23:39:56,/details-produit,cliquer_produit,ordinateur,Espagne,1839,200,Gaming,0.0
245,UTIL0033,SESSION00592,2025-02-22 17:11:23,/commande,voir_page,mobile,Allemagne,1954,200,Gaming,0.0
246,UTIL0161,SESSION00398,2025-11-09 12:37:07,/promotion,passer_commande,mobile,Italie,1955,200,Telephonie,0.0
247,UTIL0044,SESSION00138,2025-06-10 03:15:19,/commande,cliquer_produit,ordinateur,Allemagne,1609,200,Beaute,0.0
248,UTIL0295,SESSION00393,2025-08-05 05:31:40,/details-produit,voir_page,tablette,Suisse,789,200,Sport,0.0
249,UTIL0162,SESSION00462,2025-11-14 01:55:22,/details-produit,voir_page,ordinateur,Espagne,639,200,Sport,0.0
250,UTIL0254,SESSION00419,2025-12-17 15:26:45,/promotion,achat,mobile,Espagne,765,200,Informatique,402.02
251,UTIL0141,SESSION00231,2025-10-03 09:10:49,/accueil,voir_page,mobile,Belgique,2108,200,Informatique,0.0
252,UTIL0279,SESSION00376,2025-10-05 01:48:46,/commande,cliquer_produit,mobile,Belgique,975,500,Informatique,0.0
253,UTIL0153,SESSION00034,2025-08-19 08:22:55,/panier,ajouter_panier,ordinateur,Espagne,560,200,Maison,0.0
254,UTIL0220,SESSION00170,2025-11-12 04:50:13,/paiement,voir_page,ordinateur,Pays-Bas,323,200,Beaute,0.0
255,UTIL0087,SESSION00332,2025-12-27 09:18:36,/promotion,voir_page,mobile,Pays-Bas,2187,500,Gaming,0.0
256,UTIL0211,SESSION00061,2025-05-22 20:08:44,/details-produit,ajouter_panier,ordinateur,Allemagne,679,200,Telephonie,0.0
257,UTIL0251,SESSION00146,2025-10-23 20:17:40,/contact,voir_page,mobile,Espagne,1931,200,Telephonie,0.0
258,UTIL0207,SESSION00528,2025-05-23 22:59:56,/produits,passer_commande,mobile,Espagne,2079,200,Informatique,0.0
259,UTIL0235,SESSION00367,2025-02-02 17:25:13,/produits,passer_commande,mobile,Pays-Bas,947,200,Mode,0.0
260,UTIL0281,SESSION00592,2025-03-08 18:54:31,/paiement,ajouter_panier,mobile,Suisse,278,200,Gaming,0.0
261,UTIL0009,SESSION00128,2025-03-22 14:29:00,/connexion,ajouter_panier,mobile,Allemagne,620,200,Mode,0.0
262,UTIL0048,SESSION00370,2025-05-09 02:23:42,/commande,voir_page,tablette,Allemagne,292,200,Mode,0.0
263,UTIL0220,SESSION00094,2025-12-27 03:00:13,/panier,ajouter_panier,mobile,France,623,200,Beaute,0.0
264,UTIL0005,SESSION00352,2025-03-03 13:44:08,/accueil,cliquer_produit,mobile,France,1017,200,Gaming,0.0
265,UTIL0161,SESSION00377,2025-06-03 04:24:49,/produits,ajouter_panier,ordinateur,Suisse,665,200,Beaute,0.0
266,UTIL0226,SESSION00360,2025-04-20 20:47:09,/details-produit,voir_page,mobile,Belgique,1892,200,Informatique,0.0
267,UTIL0064,SESSION00394,2025-06-29 13:20:50,/details-produit,passer_commande,ordinateur,Allemagne,1214,200,Maison,0.0
268,UTIL0014,SESSION00309,2025-04-16 16:38:32,/commande,cliquer_produit,ordinateur,Suisse,1684,200,Informatique,0.0
269,UTIL0254,SESSION00396,2025-02-27 07:31:40,/panier,ajouter_panier,tablette,France,2243,200,Informatique,0.0
270,UTIL0068,SESSION00397,2025-10-19 13:23:34,/paiement,achat,tablette,Allemagne,2009,404,Telephonie,0.0
271,UTIL0008,SESSION00269,2025-04-21 01:59:03,/produits,voir_page,mobile,Belgique,1253,200,Beaute,0.0
272,UTIL0206,SESSION00085,2025-11-24 17:34:39,/contact,ajouter_panier,ordinateur,Italie,422,200,Beaute,0.0
273,UTIL0275,SESSION00335,2025-07-20 18:40:48,/details-produit,passer_commande,tablette,Suisse,350,200,Sport,0.0
274,UTIL0030,SESSION00251,2025-02-14 13:07:29,/panier,ajouter_panier,tablette,Belgique,305,200,Gaming,0.0
275,UTIL0062,SESSION00013,2025-12-29 04:44:00,/details-produit,cliquer_produit,ordinateur,Espagne,1500,200,Telephonie,0.0
276,UTIL0086,SESSION00381,2025-03-06 23:49:55,/commande,ajouter_panier,mobile,Suisse,563,200,Informatique,0.0
277,UTIL0140,SESSION00537,2025-02-02 08:45:36,/contact,voir_page,tablette,France,2112,200,Mode,0.0
278,UTIL0189,SESSION00162,2025-05-11 03:57:36,/details-produit,voir_page,tablette,Suisse,552,200,Beaute,0.0
279,UTIL0126,SESSION00048,2025-08-30 11:24:58,/accueil,voir_page,ordinateur,Allemagne,224,200,Gaming,0.0
280,UTIL0115,SESSION00330,2025-05-08 13:58:46,/contact,ajouter_panier,mobile,Italie,399,200,Informatique,0.0
281,UTIL0092,SESSION00229,2025-09-22 01:25:04,/accueil,cliquer_produit,mobile,Pays-Bas,1236,200,Mode,0.0
282,UTIL0234,SESSION00009,2025-07-08 06:18:36,/promotion,voir_page,mobile,Suisse,1073,200,Beaute,0.0
283,UTIL0280,SESSION00252,2025-03-19 00:59:26,/panier,achat,ordinateur,Allemagne,2298,200,Telephonie,352.86
284,UTIL0001,SESSION00386,2025-06-07 03:13:33,/paiement,voir_page,ordinateur,Espagne,2095,404,Maison,0.0
285,UTIL0023,SESSION00238,2025-09-24 13:44:57,/produits,ajouter_panier,mobile,Espagne,427,200,Beaute,0.0
286,UTIL0039,SESSION00582,2025-02-01 13:42:08,/contact,voir_page,ordinateur,Italie,1149,200,Telephonie,0.0
287,UTIL0163,SESSION00464,2025-05-20 07:04:12,/paiement,voir_page,ordinateur,Pays-Bas,2474,200,Informatique,0.0
288,UTIL0161,SESSION00417,2025-03-03 17:22:49,/connexion,voir_page,ordinateur,Espagne,1342,200,Telephonie,0.0
289,UTIL0156,SESSION00042,2025-04-21 10:09:05,/details-produit,voir_page,tablette,Allemagne,1537,200,Informatique,0.0
290,UTIL0090,SESSION00032,2025-07-27 14:35:47,/commande,cliquer_produit,tablette,Allemagne,467,200,Telephonie,0.0
291,UTIL0007,SESSION00064,2025-04-24 04:12:52,/produits,ajouter_panier,mobile,Italie,424,200,Mode,0.0
292,UTIL0012,SESSION00067,2025-04-12 20:28:51,/produits,passer_commande,ordinateur,France,1438,200,Sport,0.0
293,UTIL0203,SESSION00509,2025-01-16 12:43:27,/contact,voir_page,ordinateur,Italie,959,404,Mode,0.0
294,UTIL0018,SESSION00252,2025-11-28 09:31:26,/details-produit,voir_page,tablette,Espagne,329,200,Sport,0.0
295,UTIL0270,SESSION00256,2025-11-19 17:50:01,/panier,voir_page,mobile,Pays-Bas,1550,200,Telephonie,0.0
296,UTIL0165,SESSION00398,2025-05-19 05:01:20,/promotion,cliquer_produit,tablette,Allemagne,200,200,Telephonie,0.0
297,UTIL0272,SESSION00367,2025-10-27 07:10:06,/connexion,voir_page,ordinateur,Suisse,1067,200,Telephonie,0.0
298,UTIL0113,SESSION00590,2025-07-18 11:59:53,/accueil,ajouter_panier,ordinateur,Allemagne,1048,200,Telephonie,0.0
299,UTIL0015,SESSION00361,2025-10-18 18:09:36,/paiement,ajouter_panier,ordinateur,Pays-Bas,2096,200,Maison,0.0
300,UTIL0029,SESSION00239,2025-11-05 07:01:33,/produits,cliquer_produit,mobile,France,1438,404,Maison,0.0
301,UTIL0091,SESSION00332,2025-01-31 00:09:37,/paiement,ajouter_panier,tablette,Allemagne,534,200,Telephonie,0.0
302,UTIL0192,SESSION00406,2025-10-28 03:21:19,/produits,voir_page,mobile,Allemagne,725,200,Sport,0.0
303,UTIL0163,SESSION00179,2025-12-29 17:44:56,/connexion,ajouter_panier,tablette,Pays-Bas,1541,200,Beaute,0.0
304,UTIL0158,SESSION00302,2025-03-07 05:46:00,/contact,ajouter_panier,tablette,Belgique,1683,200,Telephonie,0.0
305,UTIL0094,SESSION00326,2025-11-10 07:40:36,/accueil,achat,ordinateur,Espagne,656,200,Informatique,134.24
306,UTIL0046,SESSION00344,2025-08-17 00:16:13,/details-produit,achat,ordinateur,Suisse,357,200,Telephonie,71.86
307,UTIL0225,SESSION00430,2025-03-27 13:31:56,/contact,voir_page,mobile,Italie,2316,200,Telephonie,0.0
308,UTIL0084,SESSION00463,2025-02-07 01:18:01,/panier,cliquer_produit,mobile,Italie,508,200,Maison,0.0
309,UTIL0039,SESSION00561,2025-02-17 10:38:39,/details-produit,passer_commande,mobile,Suisse,206,200,Gaming,0.0
310,UTIL0081,SESSION00055,2025-02-21 10:13:12,/contact,voir_page,mobile,Suisse,2349,200,Gaming,0.0
311,UTIL0153,SESSION00244,2025-02-19 01:25:36,/commande,cliquer_produit,tablette,Pays-Bas,2090,200,Mode,0.0
312,UTIL0151,SESSION00492,2025-04-13 03:01:13,/produits,voir_page,ordinateur,Suisse,1275,500,Sport,0.0
313,UTIL0204,SESSION00483,2025-09-08 21:16:05,/commande,ajouter_panier,tablette,Belgique,1667,200,Sport,0.0
314,UTIL0023,SESSION00270,2025-08-14 14:16:14,/connexion,voir_page,mobile,Belgique,332,200,Gaming,0.0
315,UTIL0177,SESSION00555,2025-07-31 18:14:35,/produits,cliquer_produit,ordinateur,Pays-Bas,1665,200,Sport,0.0
316,UTIL0294,SESSION00242,2025-09-01 09:05:25,/connexion,achat,tablette,France,2136,200,Beaute,404.22
317,UTIL0062,SESSION00460,2025-03-30 05:13:51,/details-produit,cliquer_produit,ordinateur,Allemagne,254,200,Gaming,0.0
318,UTIL0133,SESSION00328,2025-02-04 02:24:35,/details-produit,voir_page,mobile,Belgique,1415,200,Beaute,0.0
319,UTIL0268,SESSION00430,2025-02-27 13:09:09,/accueil,cliquer_produit,tablette,Belgique,2466,200,Informatique,0.0
320,UTIL0147,SESSION00549,2025-06-26 13:16:24,/produits,passer_commande,tablette,Espagne,2423,200,Informatique,0.0
321,UTIL0074,SESSION00412,2025-01-20 12:56:56,/contact,voir_page,mobile,Suisse,1053,200,Sport,0.0
322,UTIL0011,SESSION00346,2025-06-05 09:17:53,/paiement,passer_commande,mobile,Pays-Bas,482,500,Maison,0.0
323,UTIL0165,SESSION00276,2025-08-02 19:41:05,/connexion,voir_page,ordinateur,Espagne,945,404,Sport,0.0
324,UTIL0192,SESSION00058,2025-09-21 05:04:19,/promotion,ajouter_panier,tablette,Belgique,1732,200,Telephonie,0.0
325,UTIL0089,SESSION00198,2025-04-13 01:15:02,/accueil,cliquer_produit,mobile,France,1556,200,Mode,0.0
326,UTIL0259,SESSION00407,2025-11-22 03:43:01,/connexion,voir_page,ordinateur,Italie,2082,200,Maison,0.0
327,UTIL0283,SESSION00359,2025-06-26 05:53:57,/connexion,achat,mobile,Suisse,450,200,Sport,43.83
328,UTIL0114,SESSION00231,2025-12-13 06:17:41,/panier,passer_commande,mobile,Belgique,162,200,Telephonie,0.0
329,UTIL0068,SESSION00178,2025-11-04 00:14:16,/connexion,cliquer_produit,tablette,Pays-Bas,1331,200,Gaming,0.0
330,UTIL0193,SESSION00358,2025-08-24 08:13:29,/contact,cliquer_produit,mobile,Suisse,2212,200,Sport,0.0
331,UTIL0262,SESSION00384,2025-10-15 20:38:38,/accueil,cliquer_produit,mobile,Italie,522,200,Mode,0.0
332,UTIL0142,SESSION00268,2025-12-02 22:57:41,/paiement,achat,mobile,Allemagne,694,200,Maison,451.85
333,UTIL0164,SESSION00144,2025-01-14 20:31:18,/contact,ajouter_panier,mobile,Espagne,1737,200,Informatique,0.0
334,UTIL0176,SESSION00228,2025-12-18 17:40:50,/panier,cliquer_produit,mobile,Suisse,1548,200,Telephonie,0.0
335,UTIL0093,SESSION00301,2025-02-19 15:08:47,/promotion,voir_page,mobile,Suisse,2369,200,Maison,0.0
336,UTIL0046,SESSION00228,2025-07-01 07:47:55,/paiement,achat,mobile,Espagne,1437,200,Beaute,161.14
337,UTIL0028,SESSION00598,2025-10-25 19:04:30,/connexion,passer_commande,ordinateur,Belgique,570,200,Sport,0.0
338,UTIL0028,SESSION00155,2025-03-12 06:21:26,/contact,cliquer_produit,tablette,Espagne,666,200,Gaming,0.0
339,UTIL0250,SESSION00341,2025-11-20 05:20:40,/produits,voir_page,ordinateur,France,1931,200,Telephonie,0.0
340,UTIL0251,SESSION00091,2025-03-08 19:27:40,/details-produit,ajouter_panier,mobile,Espagne,1837,404,Sport,0.0
341,UTIL0103,SESSION00383,2025-01-08 10:48:53,/promotion,voir_page,tablette,Allemagne,153,200,Gaming,0.0
342,UTIL0177,SESSION00320,2025-03-08 03:24:32,/panier,ajouter_panier,tablette,Italie,764,200,Informatique,0.0
343,UTIL0234,SESSION00533,2025-11-02 16:21:27,/commande,voir_page,tablette,Allemagne,1483,500,Sport,0.0
344,UTIL0085,SESSION00414,2025-01-10 07:14:46,/panier,voir_page,ordinateur,Allemagne,169,200,Maison,0.0
345,UTIL0193,SESSION00262,2025-10-01 19:03:38,/accueil,voir_page,ordinateur,Suisse,522,200,Informatique,0.0
346,UTIL0214,SESSION00455,2025-07-14 03:35:16,/produits,voir_page,mobile,Suisse,707,200,Gaming,0.0
347,UTIL0216,SESSION00104,2025-12-06 16:17:39,/commande,cliquer_produit,tablette,Suisse,641,200,Informatique,0.0
348,UTIL0145,SESSION00117,2025-02-24 15:12:38,/produits,cliquer_produit,ordinateur,Pays-Bas,1157,200,Maison,0.0
349,UTIL0152,SESSION00165,2025-01-21 17:31:58,/contact,voir_page,ordinateur,Suisse,2048,200,Informatique,0.0
350,UTIL0057,SESSION00588,2025-12-09 15:09:05,/produits,voir_page,tablette,France,494,404,Gaming,0.0
351,UTIL0136,SESSION00476,2025-01-26 03:52:11,/commande,voir_page,ordinateur,Pays-Bas,1270,200,Gaming,0.0
352,UTIL0049,SESSION00047,2025-01-05 04:42:41,/produits,voir_page,ordinateur,Italie,1544,200,Beaute,0.0
353,UTIL0191,SESSION00351,2025-04-04 03:25:25,/produits,voir_page,mobile,Italie,1659,200,Sport,0.0
354,UTIL0058,SESSION00136,2025-12-23 23:03:54,/details-produit,ajouter_panier,ordinateur,France,1784,404,Sport,0.0
355,UTIL0093,SESSION00389,2025-07-03 19:01:55,/connexion,ajouter_panier,tablette,Pays-Bas,615,200,Sport,0.0
356,UTIL0226,SESSION00048,2025-02-02 08:41:20,/contact,voir_page,ordinateur,Suisse,2229,200,Beaute,0.0
357,UTIL0174,SESSION00532,2025-09-25 22:44:39,/panier,ajouter_panier,ordinateur,Espagne,1098,200,Gaming,0.0
358,UTIL0077,SESSION00572,2025-11-10 01:00:41,/contact,cliquer_produit,ordinateur,Belgique,2002,200,Telephonie,0.0
359,UTIL0165,SESSION00247,2025-06-19 08:03:32,/connexion,voir_page,ordinateur,Belgique,1630,200,Maison,0.0
360,UTIL0294,SESSION00459,2025-02-15 15:28:20,/connexion,voir_page,ordinateur,Espagne,152,200,Sport,0.0
361,UTIL0001,SESSION00094,2025-11-06 19:40:19,/promotion,voir_page,tablette,Belgique,927,200,Sport,0.0
362,UTIL0028,SESSION00229,2025-08-21 10:35:49,/paiement,achat,tablette,Belgique,2017,200,Mode,363.64
363,UTIL0002,SESSION00350,2025-07-01 20:51:18,/panier,voir_page,tablette,Belgique,1611,200,Informatique,0.0
364,UTIL0072,SESSION00420,2025-02-24 08:39:12,/connexion,passer_commande,ordinateur,France,1689,200,Telephonie,0.0
365,UTIL0056,SESSION00425,2025-01-24 20:53:43,/paiement,ajouter_panier,tablette,France,1925,200,Beaute,0.0
366,UTIL0256,SESSION00005,2025-09-29 23:03:35,/details-produit,achat,mobile,Pays-Bas,2476,200,Beaute,394.92
367,UTIL0066,SESSION00107,2025-07-18 21:38:38,/details-produit,passer_commande,mobile,Belgique,1655,200,Beaute,0.0
368,UTIL0141,SESSION00408,2025-06-25 09:28:51,/panier,passer_commande,ordinateur,Allemagne,1770,200,Gaming,0.0
369,UTIL0161,SESSION00567,2025-11-20 06:12:13,/promotion,cliquer_produit,tablette,Suisse,1270,200,Gaming,0.0
370,UTIL0258,SESSION00556,2025-12-22 20:20:45,/details-produit,voir_page,ordinateur,Pays-Bas,1522,200,Beaute,0.0
371,UTIL0274,SESSION00293,2025-08-05 00:33:06,/contact,cliquer_produit,ordinateur,Espagne,675,200,Informatique,0.0
372,UTIL0147,SESSION00257,2025-03-16 01:44:50,/details-produit,voir_page,mobile,Allemagne,2296,200,Telephonie,0.0
373,UTIL0115,SESSION00575,2025-07-19 07:32:50,/promotion,cliquer_produit,tablette,Italie,272,404,Sport,0.0
374,UTIL0283,SESSION00056,2025-01-07 23:16:12,/paiement,voir_page,tablette,Pays-Bas,1894,200,Gaming,0.0
375,UTIL0280,SESSION00202,2025-04-10 09:28:11,/paiement,ajouter_panier,tablette,France,845,404,Gaming,0.0
376,UTIL0021,SESSION00439,2025-05-23 17:16:08,/contact,cliquer_produit,ordinateur,Belgique,1124,200,Sport,0.0
377,UTIL0021,SESSION00158,2025-06-15 19:03:49,/details-produit,ajouter_panier,tablette,Belgique,1313,200,Beaute,0.0
378,UTIL0163,SESSION00539,2025-04-23 05:33:04,/produits,cliquer_produit,tablette,Allemagne,1783,200,Sport,0.0
379,UTIL0110,SESSION00340,2025-06-19 11:18:13,/panier,voir_page,tablette,Belgique,2025,500,Telephonie,0.0
380,UTIL0059,SESSION00355,2025-08-17 07:57:41,/accueil,ajouter_panier,tablette,Belgique,1078,404,Gaming,0.0
381,UTIL0059,SESSION00396,2025-05-12 17:46:18,/contact,passer_commande,ordinateur,Belgique,1615,200,Beaute,0.0
382,UTIL0152,SESSION00198,2025-06-14 16:05:06,/accueil,voir_page,ordinateur,Pays-Bas,2283,200,Gaming,0.0
383,UTIL0218,SESSION00107,2025-04-16 17:53:44,/panier,voir_page,tablette,Pays-Bas,1862,200,Informatique,0.0
384,UTIL0013,SESSION00471,2025-06-19 01:05:04,/details-produit,ajouter_panier,ordinateur,Allemagne,1111,200,Beaute,0.0
385,UTIL0209,SESSION00398,2025-08-19 20:25:27,/commande,ajouter_panier,mobile,France,1675,200,Beaute,0.0
386,UTIL0300,SESSION00047,2025-12-25 02:22:59,/produits,voir_page,tablette,France,1267,200,Mode,0.0
387,UTIL0225,SESSION00391,2025-07-22 21:01:30,/commande,cliquer_produit,ordinateur,Belgique,980,200,Sport,0.0
388,UTIL0152,SESSION00148,2025-06-02 21:56:58,/promotion,ajouter_panier,tablette,Suisse,1608,404,Informatique,0.0
389,UTIL0073,SESSION00127,2025-01-22 00:36:38,/promotion,cliquer_produit,mobile,Belgique,2322,404,Mode,0.0
390,UTIL0109,SESSION00423,2025-11-27 16:09:10,/paiement,voir_page,ordinateur,Allemagne,1115,200,Maison,0.0
391,UTIL0282,SESSION00473,2025-11-27 17:04:18,/accueil,cliquer_produit,tablette,France,1106,200,Gaming,0.0
392,UTIL0183,SESSION00132,2025-12-10 20:15:06,/paiement,cliquer_produit,mobile,Belgique,365,404,Mode,0.0
393,UTIL0157,SESSION00599,2025-03-20 18:36:23,/paiement,cliquer_produit,mobile,Espagne,770,200,Maison,0.0
394,UTIL0142,SESSION00369,2025-03-10 21:46:21,/contact,ajouter_panier,mobile,Espagne,1904,200,Mode,0.0
395,UTIL0090,SESSION00084,2025-05-24 04:57:34,/produits,cliquer_produit,ordinateur,Italie,393,200,Informatique,0.0
396,UTIL0298,SESSION00593,2025-07-27 18:13:58,/accueil,ajouter_panier,ordinateur,Belgique,1147,200,Beaute,0.0
397,UTIL0188,SESSION00402,2025-04-25 18:46:54,/details-produit,cliquer_produit,mobile,Allemagne,1983,200,Informatique,0.0
398,UTIL0006,SESSION00245,2025-11-11 21:10:48,/promotion,voir_page,tablette,Allemagne,1907,200,Beaute,0.0
399,UTIL0248,SESSION00368,2025-01-21 07:48:31,/details-produit,achat,ordinateur,France,1162,200,Informatique,340.92
400,UTIL0199,SESSION00481,2025-08-21 01:02:41,/paiement,cliquer_produit,mobile,France,2215,200,Mode,0.0
401,UTIL0297,SESSION00558,2025-10-19 05:24:41,/commande,ajouter_panier,mobile,Italie,2487,200,Telephonie,0.0
402,UTIL0193,SESSION00229,2025-09-22 12:22:52,/commande,voir_page,mobile,Espagne,2054,200,Informatique,0.0
403,UTIL0226,SESSION00170,2025-04-28 02:32:41,/details-produit,cliquer_produit,mobile,Allemagne,695,200,Mode,0.0
404,UTIL0118,SESSION00425,2025-06-19 23:07:30,/produits,cliquer_produit,tablette,Espagne,2042,200,Maison,0.0
405,UTIL0012,SESSION00250,2025-01-23 04:36:37,/contact,cliquer_produit,ordinateur,Allemagne,2179,200,Beaute,0.0
406,UTIL0133,SESSION00185,2025-09-22 12:38:36,/details-produit,voir_page,tablette,France,1241,404,Maison,0.0
407,UTIL0247,SESSION00175,2025-04-23 13:38:09,/connexion,voir_page,tablette,Pays-Bas,824,200,Beaute,0.0
408,UTIL0233,SESSION00071,2025-04-28 12:24:08,/paiement,voir_page,ordinateur,France,908,200,Beaute,0.0
409,UTIL0050,SESSION00182,2025-09-01 19:38:02,/details-produit,cliquer_produit,tablette,Belgique,561,200,Gaming,0.0
410,UTIL0001,SESSION00442,2025-09-25 13:23:55,/promotion,voir_page,ordinateur,Suisse,2250,200,Telephonie,0.0
411,UTIL0180,SESSION00590,2025-02-20 13:08:16,/contact,cliquer_produit,mobile,Pays-Bas,1032,404,Informatique,0.0
412,UTIL0210,SESSION00264,2025-04-07 00:45:47,/promotion,voir_page,ordinateur,Belgique,2220,200,Informatique,0.0
413,UTIL0162,SESSION00419,2025-07-05 03:09:27,/panier,voir_page,tablette,Belgique,1118,200,Beaute,0.0
414,UTIL0142,SESSION00407,2025-04-15 13:35:50,/paiement,voir_page,tablette,Espagne,812,200,Beaute,0.0
415,UTIL0296,SESSION00353,2025-12-28 12:47:08,/commande,cliquer_produit,tablette,France,1021,200,Gaming,0.0
416,UTIL0110,SESSION00521,2025-07-25 10:51:35,/produits,achat,tablette,Suisse,293,200,Gaming,22.54
417,UTIL0242,SESSION00446,2025-02-15 02:16:14,/details-produit,voir_page,mobile,France,234,200,Sport,0.0
418,UTIL0147,SESSION00059,2025-03-31 20:31:28,/promotion,cliquer_produit,ordinateur,Allemagne,2202,200,Informatique,0.0
419,UTIL0265,SESSION00238,2025-11-11 05:43:02,/promotion,ajouter_panier,mobile,Allemagne,81,500,Informatique,0.0
420,UTIL0181,SESSION00405,2025-07-27 18:12:33,/contact,achat,ordinateur,Suisse,361,404,Beaute,0.0
421,UTIL0299,SESSION00357,2025-06-27 08:14:38,/promotion,voir_page,ordinateur,Espagne,1734,200,Mode,0.0
422,UTIL0055,SESSION00573,2025-02-07 16:18:21,/promotion,voir_page,ordinateur,Pays-Bas,2182,404,Beaute,0.0
423,UTIL0227,SESSION00387,2025-10-16 15:49:15,/commande,ajouter_panier,mobile,Pays-Bas,1959,200,Beaute,0.0
424,UTIL0060,SESSION00265,2025-02-04 12:40:50,/connexion,passer_commande,ordinateur,Suisse,1021,200,Sport,0.0
425,UTIL0275,SESSION00010,2025-12-25 08:15:18,/promotion,achat,ordinateur,Espagne,1480,200,Maison,248.75
426,UTIL0094,SESSION00195,2025-09-13 23:12:15,/commande,voir_page,tablette,Allemagne,1167,200,Maison,0.0
427,UTIL0080,SESSION00110,2025-03-03 02:43:42,/paiement,ajouter_panier,mobile,Belgique,107,200,Beaute,0.0
428,UTIL0191,SESSION00323,2025-09-10 18:55:17,/connexion,achat,mobile,Allemagne,2173,200,Maison,380.08
429,UTIL0217,SESSION00490,2025-10-04 01:32:22,/promotion,voir_page,mobile,Pays-Bas,795,200,Informatique,0.0
430,UTIL0162,SESSION00009,2025-01-07 21:13:24,/connexion,cliquer_produit,tablette,France,1412,200,Telephonie,0.0
431,UTIL0135,SESSION00243,2025-05-18 15:39:21,/promotion,voir_page,mobile,Allemagne,2122,200,Sport,0.0
432,UTIL0187,SESSION00411,2025-05-24 14:11:36,/paiement,ajouter_panier,ordinateur,Belgique,1016,200,Gaming,0.0
433,UTIL0285,SESSION00443,2025-07-15 06:09:51,/panier,voir_page,tablette,Allemagne,2017,200,Maison,0.0
434,UTIL0265,SESSION00547,2025-06-11 15:19:16,/details-produit,voir_page,tablette,Pays-Bas,2405,200,Informatique,0.0
435,UTIL0111,SESSION00261,2025-09-01 20:06:28,/accueil,cliquer_produit,tablette,Italie,1144,200,Beaute,0.0
436,UTIL0177,SESSION00021,2025-07-30 03:22:55,/commande,cliquer_produit,tablette,Belgique,894,200,Gaming,0.0
437,UTIL0146,SESSION00364,2025-06-16 21:32:31,/details-produit,cliquer_produit,tablette,Espagne,401,200,Mode,0.0
438,UTIL0086,SESSION00346,2025-08-04 20:39:36,/details-produit,cliquer_produit,mobile,Pays-Bas,372,200,Mode,0.0
439,UTIL0150,SESSION00274,2025-11-06 20:25:17,/paiement,voir_page,mobile,Pays-Bas,1567,200,Beaute,0.0
